Date,orcl,ibm,avgo,gild,mmm,lmt,acn,blk,bmy,low,pypl,hd,bk,meta,tsla,tmus,abbv,crm,wmt,t
2024-08-20,138.85777282714844,196.02999877929688,165.40597534179688,74.05786895751953,127.0152816772461,553.9215087890625,329.03070068359375,855.9049682617188,48.43778610229492,240.3300018310547,71.88999938964844,365.0527038574219,65.33999633789062,526.2279663085938,221.10000610351562,195.58255004882812,196.14999389648438,261.4295654296875,74.54000091552734,19.242931365966797
2024-08-21,139.8854522705078,197.2100067138672,165.2365264892578,74.4343490600586,128.53707885742188,550.6895141601562,332.24761962890625,858.0125122070312,47.90376281738281,242.3699951171875,71.45999908447266,368.22344970703125,65.23999786376953,534.64990234375,223.27000427246094,194.82501220703125,196.52999877929688,260.6807556152344,75.23999786376953,19.29229736328125
2024-08-22,137.7702178955078,195.9600067138672,161.80780029296875,75.19721984863281,127.91046142578125,553.94140625,329.22991943359375,860.1498413085938,47.092838287353516,240.30999755859375,71.5199966430664,363.15423583984375,65.48999786376953,531.4230346679688,210.66000366210938,195.8018341064453,196.3699951171875,258.1846618652344,75.58000183105469,19.262678146362305
2024-08-23,138.8777313232422,196.10000610351562,165.81463623046875,76.00962829589844,129.85000610351562,551.9326171875,331.9189453125,877.6463623046875,47.577415466308594,250.07000732421875,71.69999694824219,373.3224792480469,66.4000015258789,527.4967651367188,220.32000732421875,197.93487548828125,197.5500030517578,263.586181640625,75.69999694824219,19.479887008666992
2024-08-26,138.58836364746094,197.97999572753906,159.0967254638672,76.24740600585938,131.85000610351562,555.0054321289062,335.41473388671875,877.944580078125,47.70597839355469,250.5,72.04000091552734,371.8514099121094,67.0,520.6233520507812,213.2100067138672,199.7788543701172,197.44000244140625,264.8641662597656,76.02999877929688,19.50950813293457
2024-08-27,138.1693115234375,198.72999572753906,160.8609161376953,76.28703308105469,131.39999389648438,557.3026123046875,339.0001525878906,880.9169921875,47.587303161621094,248.57000732421875,71.58999633789062,370.9270324707031,67.20999908447266,518.605224609375,209.2100067138672,203.36717224121094,195.9199981689453,263.785888671875,76.12999725341797,19.400901794433594
2024-08-28,137.57066345214844,198.4600067138672,157.66143798828125,77.83258819580078,131.61000061035156,560.8528442382812,336.02227783203125,883.4320678710938,48.51689910888672,248.94000244140625,70.43000030517578,370.44000244140625,67.0,516.2874755859375,205.75,200.7556915283203,195.39999389648438,258.4941711425781,76.08000183105469,19.56874656677246
2024-08-29,139.10720825195312,198.89999389648438,156.41554260253906,78.71434783935547,132.91000366210938,563.7069091796875,338.830810546875,889.6055297851562,49.169593811035156,246.77000427246094,73.16000366210938,367.05999755859375,67.25,517.72607421875,206.27999877929688,199.4300079345703,195.17999267578125,256.6071472167969,76.41999816894531,19.50950813293457
2024-08-30,140.97300720214844,202.1300048828125,162.28623962402344,78.26851654052734,134.69000244140625,564.9500122070312,340.56378173828125,896.5046997070312,49.39704895019531,248.5,72.43000030517578,368.5,68.22000122070312,520.8131713867188,214.11000061035156,198.72000122070312,196.30999755859375,252.50357055664062,77.2300033569336,19.647733688354492
2024-09-03,139.18702697753906,201.27999877929688,152.2891082763672,78.96202850341797,130.85000610351562,567.219970703125,340.4940490722656,881.2152099609375,49.96073913574219,245.4600067138672,72.0,364.739990234375,67.88999938964844,511.2722473144531,210.60000610351562,200.52999877929688,197.69000244140625,247.67117309570312,77.16999816894531,20.1710147857666
